Ensemblgeneid,Genename,UniProt,annotcategory
ENSG00000186866,POFUT2,Q9Y2G5,Intracellular or membrane-bound
ENSG00000186891,TNFRSF18,Q9Y5U5,Secreted to blood
ENSG00000186895,FGF3,P11487,Locally secreted in brain
ENSG00000186897,C1QL4,Q86Z23,Locally secreted in brain
ENSG00000186907,RTN4RL2,Q86UN3,Intracellular or membrane-bound
ENSG00000186910,SERPINA11,Q86U17,Secreted to blood
ENSG00000186998,EMID1,Q96A84,Locally secreted
ENSG00000187021,PNLIPRP1,P54315,Locally secreted to GI-tract
ENSG00000187082,DEFB106B,Q8N104,Locally secreted in male tissues
ENSG00000187094,CCK,P06307,Secreted to blood
ENSG00000187097,ENTPD5,O75356,Secreted to blood
ENSG00000187116,LILRA5,A6NI73,Secreted to blood
ENSG00000187122,SLIT1,O75093,Locally secreted in brain
ENSG00000187123,LYPD6,Q86Y78,Locally secreted
ENSG00000187147,RNF220,Q5VTB9,Intracellular or membrane-bound
ENSG00000187151,ANGPTL5,Q86XS5,Locally secreted
ENSG00000187398,LUZP2,Q86TE4,Locally secreted in brain
ENSG00000187492,CDHR4,A6H8M9,Intracellular or membrane-bound
ENSG00000187498,COL4A1,P02462,Locally secreted to extracellular matrix
ENSG00000187533,PRR27,Q6MZM9,Locally secreted to GI-tract
ENSG00000187608,ISG15,P05161,Secreted to blood
ENSG00000187630,DHRS4L2,Q6PKH6,Secreted - unknown location
ENSG00000187664,HAPLN4,Q86UW8,Locally secreted in brain
ENSG00000187676,B3GLCT,Q6Y288,Intracellular or membrane-bound
ENSG00000187689,AMTN,Q6UX39,Locally secreted
ENSG00000187720,THSD4,Q6ZMP0,Secreted - unknown location
ENSG00000187733,AMY1C,P04745,Locally secreted to GI-tract
ENSG00000187742,SECISBP2,Q96T21,Intracellular or membrane-bound
ENSG00000187908,DMBT1,Q9UGM3,Locally secreted
ENSG00000187922,LCN10,Q6JVE6,Locally secreted in male tissues
ENSG00000187942,LDLRAD2,Q5SZI1,Secreted - unknown location
ENSG00000187944,C2orf66,Q6UXQ4,Secreted - unknown location
ENSG00000187950,OVCH1,Q7RTY7,Locally secreted in female tissues
ENSG00000187955,COL14A1,Q05707,Locally secreted to extracellular matrix
ENSG00000187980,PLA2G2C,Q5R387,Secreted - unknown location
ENSG00000187997,C17orf99,Q6UX52,Secreted to blood
ENSG00000188038,NRN1L,Q496H8,Secreted - unknown location
ENSG00000188056,TREML4,Q6UXN2,Secreted - unknown location
ENSG00000188064,WNT7B,P56706,Locally secreted to extracellular matrix
ENSG00000188076,SCGB1C1,Q8TD33,Secreted - unknown location
ENSG00000188107,EYS,Q5T1H1,Locally secreted
ENSG00000188153,COL4A5,P29400,Locally secreted to extracellular matrix
ENSG00000188157,AGRN,O00468,Locally secreted to extracellular matrix
ENSG00000188162,OTOG,Q6ZRI0,Locally secreted
ENSG00000188293,IGFL1,Q6UW32,Locally secreted
ENSG00000188334,BSPH1,Q075Z2,Locally secreted in male tissues
ENSG00000188372,ZP3,P21754,Locally secreted in female tissues
ENSG00000188373,C10orf99,Q6UWK7,Locally secreted
ENSG00000188379,IFNA2,P01563,Secreted to blood
ENSG00000188488,SERPINA5,P05154,Secreted to blood
ENSG00000188508,KRTDAP,P60985,Locally secreted
ENSG00000188611,ASAH2,Q9NR71,Intracellular or membrane-bound
ENSG00000188624,IGFL3,Q6UXB1,Locally secreted
ENSG00000188655,RNASE9,P60153,Locally secreted in male tissues
ENSG00000188710,QRFP,P83859,Locally secreted
ENSG00000188729,OSTN,P61366,Locally secreted
ENSG00000188730,VWC2,Q2TAL6,Locally secreted to extracellular matrix
ENSG00000188770,OPTC,Q9UBM4,Locally secreted
ENSG00000188783,PRELP,P51888,Locally secreted to extracellular matrix
ENSG00000188784,PLA2G2E,Q9NZK7,Secreted - unknown location
ENSG00000188811,NHLRC3,Q5JS37,Secreted - unknown location
ENSG00000188886,ASTL,Q6HA08,Locally secreted in female tissues
ENSG00000188937,NYX,Q9GZU5,Intracellular or membrane-bound
ENSG00000188958,UTS2B,Q765I0,Secreted - unknown location
ENSG00000188992,LIPI,Q6XZB0,Locally secreted in male tissues
ENSG00000189001,SBSN,Q6UWP8,Secreted - unknown location
ENSG00000189013,KIR2DL4,Q99706,Intracellular or membrane-bound
ENSG00000189052,CGB5,P0DN86,Secreted to blood
ENSG00000189056,RELN,P78509,Locally secreted to extracellular matrix
ENSG00000189058,APOD,P05090,Secreted to blood
ENSG00000189068,VSTM1,Q6UX27,Secreted to blood
ENSG00000189099,PRSS48,Q7RTY5,Locally secreted in male tissues
ENSG00000189129,PLAC9,Q5JTB6,Secreted - unknown location
ENSG00000189171,S100A13,Q99584,Locally secreted
ENSG00000189227,C15orf61,A6NNL5,Secreted - unknown location
ENSG00000189292,ALKAL2,Q6UX46,Secreted - unknown location
ENSG00000189320,FAM180A,Q6UWF9,Secreted - unknown location
ENSG00000189377,CXCL17,Q6UXB2,Secreted to blood
ENSG00000189403,HMGB1,P09429,Intracellular or membrane-bound
ENSG00000196083,IL1RAP,Q9NPH3,Secreted to blood
ENSG00000196104,SPOCK3,Q9BQ16,Locally secreted to extracellular matrix
ENSG00000196136,SERPINA3,P01011,Secreted to blood
ENSG00000196188,CTSE,P14091,Intracellular or membrane-bound
ENSG00000196260,SFTA2,Q6UW10,Locally secreted
ENSG00000196262,PPIA,P62937,Secreted to blood
ENSG00000196337,CGB7,P0DN87,Locally secreted
ENSG00000196338,NLGN3,Q9NZ94,Intracellular or membrane-bound
ENSG00000196352,CD55,P08174,Secreted to blood
ENSG00000196358,NTNG2,Q96CW9,Intracellular or membrane-bound
ENSG00000196378,ZNF34,Q8IZ26,Intracellular or membrane-bound
ENSG00000196415,PRTN3,P24158,Secreted to blood
ENSG00000196436,NPIPB15,A6NHN6,Intracellular or membrane-bound
ENSG00000196468,FGF16,O43320,Locally secreted
ENSG00000196562,SULF2,Q8IWU5,Intracellular or membrane-bound
ENSG00000196569,LAMA2,P24043,Locally secreted to extracellular matrix
ENSG00000196711,ALKAL1,Q6UXT8,Secreted - unknown location
ENSG00000196739,COL27A1,Q8IZC6,Locally secreted to extracellular matrix
ENSG00000196743,GM2A,P17900,Intracellular or membrane-bound
ENSG00000196748,CLPSL2,Q6UWE3,Locally secreted in male tissues
ENSG00000196800,SPINK14,Q6IE38,Secreted - unknown location
ENSG00000196844,PATE2,Q6UY27,Locally secreted in male tissues
ENSG00000196878,LAMB3,Q13751,Locally secreted to extracellular matrix
ENSG00000196937,FAM3C,Q92520,Locally secreted
ENSG00000196954,CASP4,P49662,Intracellular or membrane-bound
ENSG00000196968,FUT11,Q495W5,Intracellular or membrane-bound
ENSG00000197006,METTL9,Q9H1A3,Secreted to blood
ENSG00000197110,IFNL3,Q8IZI9,Secreted to blood
ENSG00000197249,SERPINA1,P01009,Secreted to blood
ENSG00000197253,TPSB2,P20231,Secreted to blood
ENSG00000197272,IL27,Q8NEV9,Secreted to blood
ENSG00000197273,GUCA2A,Q02747,Secreted to blood
ENSG00000197345,MRPL21,Q7Z2W9,Intracellular or membrane-bound
ENSG00000197353,LYPD2,Q6UXB3,Intracellular or membrane-bound
ENSG00000197408,CYP2B6,P20813,Intracellular or membrane-bound
ENSG00000197446,CYP2F1,P24903,Intracellular or membrane-bound
ENSG00000197461,PDGFA,P04085,Secreted to blood
ENSG00000197487,GALP,Q9UBC7,Locally secreted in brain
ENSG00000197540,GZMM,P51124,Secreted to blood
ENSG00000197558,SSPO,NA,Locally secreted in brain
ENSG00000197565,COL4A6,Q14031,Locally secreted to extracellular matrix
ENSG00000197586,ENTPD6,O75354,Secreted to blood
ENSG00000197594,ENPP1,P22413,Secreted - unknown location
ENSG00000197614,MFAP5,Q13361,Locally secreted to extracellular matrix
ENSG00000197646,PDCD1LG2,Q9BQ51,Secreted - unknown location
ENSG00000197696,NMB,P08949,Secreted to blood
ENSG00000197721,CR1L,Q2VPA4,Intracellular or membrane-bound
ENSG00000197745,SCGB1D4,Q6XE38,Locally secreted in female tissues
ENSG00000197746,PSAP,P07602,Intracellular or membrane-bound
ENSG00000197766,CFD,P00746,Secreted to blood
ENSG00000197822,OCLN,Q16625,Intracellular or membrane-bound
ENSG00000197838,CYP2A13,Q16696,Intracellular or membrane-bound
ENSG00000197859,ADAMTSL2,Q86TH1,Locally secreted
ENSG00000197870,PRB3,Q04118,Locally secreted to GI-tract
ENSG00000197919,IFNA1,P01562,Secreted to blood
ENSG00000197930,ERO1A,Q96HE7,Intracellular or membrane-bound
ENSG00000197953,AADACL2,Q6P093,Locally secreted
ENSG00000198074,AKR1B10,O60218,Locally secreted
ENSG00000198077,CYP2A7,P20853,Intracellular or membrane-bound
ENSG00000198108,CHSY3,Q70JA7,Intracellular or membrane-bound
ENSG00000198129,DEFB107B,Q8IZN7,Locally secreted in male tissues
ENSG00000198160,MIER1,Q8N108,Intracellular or membrane-bound
ENSG00000198183,BPIFA1,Q9NP55,Locally secreted
ENSG00000198189,HSD17B11,Q8NBQ5,Intracellular or membrane-bound
ENSG00000198488,B3GNT6,Q6ZMB0,Intracellular or membrane-bound
ENSG00000198542,ITGBL1,O95965,Secreted - unknown location
ENSG00000198546,ZNF511,Q8NB15,Intracellular or membrane-bound
ENSG00000198643,FAM3D,Q96BQ1,Locally secreted to GI-tract
ENSG00000198670,LPA,P08519,Secreted to blood
ENSG00000198673,FAM19A2,Q8N3H0,Intracellular or membrane-bound
ENSG00000198700,IPO9,Q96P70,Intracellular or membrane-bound
ENSG00000198704,GPX6,P59796,Locally secreted in male tissues
ENSG00000198718,TOGARAM1,Q9Y4F4,Intracellular or membrane-bound
ENSG00000198732,SMOC1,Q9H4F8,Locally secreted to extracellular matrix
ENSG00000198756,COLGALT2,Q8IYK4,Intracellular or membrane-bound
ENSG00000198759,EGFL6,Q8IUX8,Locally secreted to extracellular matrix
ENSG00000198788,MUC2,NA,Intracellular or membrane-bound
ENSG00000198797,BRINP2,Q9C0B6,Locally secreted
ENSG00000198822,GRM3,Q14832,Intracellular or membrane-bound
ENSG00000198832,SELENOM,Q8WWX9,Intracellular or membrane-bound
ENSG00000198855,FICD,Q9BVA6,Intracellular or membrane-bound
ENSG00000198948,MFAP3L,O75121,Intracellular or membrane-bound
ENSG00000198951,NAGA,P17050,Intracellular or membrane-bound
ENSG00000203722,RAET1G,Q6H3X3,Secreted - unknown location
ENSG00000203772,SPRN,Q5BIV9,Intracellular or membrane-bound
ENSG00000203795,FAM24A,A6NFZ4,Locally secreted in male tissues
ENSG00000203837,PNLIPRP3,Q17RR3,Secreted - unknown location
ENSG00000203896,LIME1,Q9H400,Intracellular or membrane-bound
ENSG00000203970,DEFB110,Q30KQ9,Locally secreted in male tissues
ENSG00000204001,LCN8,Q6JVE9,Locally secreted in male tissues
ENSG00000204007,GLT6D1,Q7Z4J2,Intracellular or membrane-bound
ENSG00000204020,LIPN,Q5VXI9,Locally secreted
ENSG00000204021,LIPK,Q5VXJ0,Locally secreted
ENSG00000204140,CLPSL1,A2RUU4,Locally secreted in male tissues
ENSG00000204248,COL11A2,P13942,Locally secreted to extracellular matrix
ENSG00000204262,COL5A2,P05997,Locally secreted to extracellular matrix
ENSG00000204291,COL15A1,P39059,Locally secreted to extracellular matrix
ENSG00000204305,AGER,Q15109,Locally secreted
ENSG00000204347,BTBD17,A6NE02,Locally secreted in brain
ENSG00000204371,EHMT2,Q96KQ7,Intracellular or membrane-bound
ENSG00000204396,VWA7,Q9Y334,Secreted - unknown location
ENSG00000204414,CSHL1,Q14406,Secreted to blood
ENSG00000204420,MPIG6B,O95866,Intracellular or membrane-bound
ENSG00000204428,LY6G5C,Q5SRR4,Secreted - unknown location
ENSG00000204444,APOM,O95445,Secreted to blood
ENSG00000204463,BAG6,P46379,Intracellular or membrane-bound
ENSG00000204511,MCCD1,P59942,Intracellular or membrane-bound
ENSG00000204525,HLA-C,P10321,Intracellular or membrane-bound
ENSG00000204538,PSORS1C2,Q9UIG4,Locally secreted
ENSG00000204539,CDSN,NA,Locally secreted
ENSG00000204542,C6orf15,Q6UXA7,Secreted - unknown location
ENSG00000204548,DEFB121,Q5J5C9,Locally secreted in male tissues
ENSG00000204580,DDR1,Q08345,Intracellular or membrane-bound
ENSG00000204583,LRCOL1,A6NCL2,Locally secreted in male tissues
ENSG00000204632,HLA-G,P17693,Secreted to blood
ENSG00000204640,NMS,Q5H8A3,Locally secreted in brain
ENSG00000204671,IL31,Q6EBC2,Secreted to blood
ENSG00000204852,TCTN1,Q2MV58,Intracellular or membrane-bound
ENSG00000204866,IGFL2,Q6UWQ7,Locally secreted
ENSG00000204869,IGFL4,Q6B9Z1,Secreted - unknown location
ENSG00000204909,SPINK9,Q5DT21,Locally secreted
ENSG00000204936,CD177,NA,Intracellular or membrane-bound
ENSG00000204941,PSG5,Q15238,Locally secreted in female tissues
ENSG00000204954,C12orf73,Q69YU5,Secreted - unknown location
ENSG00000204970,PCDHA1,Q9Y5I3,Secreted - unknown location
ENSG00000205076,LGALS7,P47929,Intracellular or membrane-bound
ENSG00000205209,SCGB2B2,Q4G0G5,Secreted - unknown location
ENSG00000205221,VIT,Q6UXI7,Locally secreted to extracellular matrix
ENSG00000205336,ADGRG1,Q9Y653,Secreted to blood
ENSG00000205403,CFI,P05156,Secreted to blood
ENSG00000205592,MUC19,NA,Intracellular or membrane-bound
ENSG00000205649,HTN3,P15516,Locally secreted to GI-tract
ENSG00000205755,CRLF2,Q9HC73,Intracellular or membrane-bound
ENSG00000205863,C1QTNF9B,B2RNN3,Secreted - unknown location
ENSG00000205882,DEFB134,Q4QY38,Locally secreted in male tissues
ENSG00000205883,DEFB135,Q30KP9,Locally secreted in male tissues
ENSG00000205884,DEFB136,Q30KP8,Locally secreted in male tissues
ENSG00000205929,C21orf62,Q9NYP8,Secreted - unknown location
ENSG00000206047,DEFA1,P59665,Intracellular or membrane-bound
ENSG00000206075,SERPINB5,P36952,Intracellular or membrane-bound
ENSG00000206150,RNASE13,Q5GAN3,Locally secreted in male tissues
ENSG00000206384,COL6A6,A6NMZ7,Locally secreted to extracellular matrix
ENSG00000206561,COLQ,Q9Y215,Secreted to blood
ENSG00000211445,GPX3,P22352,Secreted to blood
ENSG00000213022,KLK9,Q9UKQ9,Locally secreted to GI-tract
ENSG00000213030,CGB8,P0DN86,Secreted to blood
ENSG00000213185,FAM24B,Q8N5W8,Intracellular or membrane-bound
ENSG00000213218,CSH2,P0DML3,Secreted to blood
ENSG00000213398,LCAT,P04180,Secreted to blood
ENSG00000213402,PTPRCAP,Q14761,Intracellular or membrane-bound
ENSG00000213420,GPC2,Q8N158,Intracellular or membrane-bound
ENSG00000213593,TMX2,Q9Y320,Intracellular or membrane-bound
ENSG00000213614,HEXA,P06865,Intracellular or membrane-bound
ENSG00000213658,LAT,O43561,Intracellular or membrane-bound
ENSG00000213892,CEACAM16,Q2WEN9,Locally secreted
ENSG00000213918,DNASE1,P24855,Locally secreted
ENSG00000213927,CCL27,Q9Y4X3,Secreted to blood
ENSG00000214042,IFNA7,P01567,Secreted to blood
ENSG00000214046,SMIM7,Q9BQ49,Intracellular or membrane-bound
ENSG00000214140,PRCD,Q00LT1,Intracellular or membrane-bound
ENSG00000214226,C17orf67,Q0P5P2,Secreted - unknown location
ENSG00000214274,ANG,P03950,Secreted to blood
ENSG00000214285,NPS,P0C0P6,Secreted - unknown location
ENSG00000214510,SPINK13,Q1W4C9,Locally secreted in male tissues
ENSG00000214642,DEFB113,Q30KQ7,Locally secreted in male tissues
ENSG00000214643,DEFB133,Q30KQ1,Locally secreted in male tissues
ENSG00000215018,COL28A1,Q2UY09,Locally secreted to extracellular matrix
ENSG00000215182,MUC5AC,P98088,Locally secreted to GI-tract
ENSG00000215183,MSMP,Q1L6U9,Locally secreted in male tissues
ENSG00000215545,DEFB116,Q30KQ4,Locally secreted in male tissues
ENSG00000215547,DEFB115,Q30KQ5,Locally secreted in male tissues
ENSG00000215704,CELA2B,P08218,Locally secreted to GI-tract
ENSG00000215788,TNFRSF25,Q93038,Secreted - unknown location
ENSG00000215853,RPTN,Q6XPR3,Locally secreted to extracellular matrix
ENSG00000216490,IFI30,P13284,Intracellular or membrane-bound
ENSG00000217555,CKLF,Q9UBR5,Secreted to blood
ENSG00000219073,CELA3B,P08861,Locally secreted to GI-tract
ENSG00000219438,FAM19A5,Q7Z5A7,Locally secreted in brain
ENSG00000221826,PSG3,Q16557,Locally secreted in female tissues
ENSG00000221866,PLXNA4,Q9HCM2,Intracellular or membrane-bound
ENSG00000221878,PSG7,NA,Locally secreted in female tissues
ENSG00000221887,HMSD,"A8MTL9,P0C7T4",Secreted to blood
ENSG00000221890,NPTXR,O95502,Intracellular or membrane-bound
ENSG00000221978,CCNL2,Q96S94,Intracellular or membrane-bound
ENSG00000221988,PPT2,Q9UMR5,Intracellular or membrane-bound
ENSG00000223802,CERS1,P27544,Intracellular or membrane-bound
ENSG00000223953,C1QTNF5,Q9BXJ0,Secreted to blood
ENSG00000224420,ADM5,C9JUS6,Secreted - unknown location
ENSG00000224586,GPX5,O75715,Locally secreted in male tissues
ENSG00000224940,PRRT4,C9JH25,Intracellular or membrane-bound
ENSG00000225805,DEFB131B,A0A096LNP1,Locally secreted in male tissues
ENSG00000225950,NTF4,P34130,Locally secreted
ENSG00000225973,PIGBOS1,A0A0B4J2F0,Intracellular or membrane-bound
ENSG00000226124,FTCDNL1,E5RQL4,Locally secreted
ENSG00000226887,ERVMER34-1,Q9H9K5,Secreted to blood
ENSG00000226979,LTA,P01374,Secreted to blood
ENSG00000228083,IFNA14,P01570,Secreted to blood
ENSG00000228278,ORM2,P19652,Secreted to blood
ENSG00000229183,PGA4,P0DJD7,Locally secreted to GI-tract
ENSG00000229314,ORM1,P02763,Secreted to blood
ENSG00000229415,SFTA3,P0C7M3,Locally secreted
ENSG00000229453,SPINK8,P0C7L1,Secreted to blood
ENSG00000229637,PRAC2,D3DTV9,Intracellular or membrane-bound
ENSG00000229859,PGA3,P0DJD8,Locally secreted to GI-tract
ENSG00000230657,PRB4,NA,Locally secreted to GI-tract
ENSG00000231852,CYP21A2,P08686,Intracellular or membrane-bound
ENSG00000231924,PSG1,P11464,Locally secreted in female tissues
ENSG00000232196,MTRNR2L4,P0CJ71,Secreted to blood
ENSG00000232838,PET117,Q6UWS5,Intracellular or membrane-bound
ENSG00000232948,DEFB130A,P0DP74,Locally secreted in male tissues
ENSG00000233050,DEFB130B,P0DP73,Locally secreted in male tissues
ENSG00000233232,NPIPB7,O75200,Intracellular or membrane-bound
ENSG00000233816,IFNA13,P01562,Secreted to blood
ENSG00000234465,PINLYP,A6NC86,Secreted to blood
ENSG00000234776,C11orf94,C9JXX5,Locally secreted in male tissues
ENSG00000234829,IFNA17,P01571,Secreted to blood
ENSG00000234906,APOC2,P02655,Secreted to blood
ENSG00000236027,PATE3,B3GLJ2,Locally secreted in male tissues
ENSG00000236637,IFNA4,P05014,Secreted to blood
ENSG00000237172,B3GNT9,Q6UX72,Intracellular or membrane-bound
ENSG00000237353,PATE4,P0C8F1,Locally secreted in male tissues
ENSG00000237763,AMY1A,P04745,Locally secreted to GI-tract
ENSG00000239264,TXNDC5,Q8NBS9,Intracellular or membrane-bound
ENSG00000239672,NME1,P15531,Intracellular or membrane-bound
ENSG00000239697,TNFSF12,O43508,Secreted to blood
ENSG00000239839,DEFA3,P59666,Intracellular or membrane-bound
ENSG00000239998,LILRA2,Q8N149,Secreted to blood
ENSG00000240038,AMY2B,P19961,Locally secreted to GI-tract
ENSG00000240053,LY6G5B,Q8NDX9,Secreted - unknown location
ENSG00000240247,DEFA1B,P59665,Intracellular or membrane-bound
ENSG00000240654,C1QTNF9,P0C862,Secreted to blood
ENSG00000240972,MIF,P14174,Secreted to blood
ENSG00000241186,TDGF1,P13385,Locally secreted
ENSG00000241404,EGFL8,Q99944,Secreted - unknown location
ENSG00000241563,CORT,O00230,Locally secreted in brain
ENSG00000242221,PSG2,P11465,Locally secreted in female tissues
ENSG00000242515,UGT1A10,Q9HAW8,Intracellular or membrane-bound
ENSG00000243130,PSG11,Q9UQ72,Locally secreted in female tissues
ENSG00000243137,PSG4,Q00888,Locally secreted in female tissues
ENSG00000243317,STMP1,E0CX11,Intracellular or membrane-bound
ENSG00000243364,EFNA4,P52798,Secreted to blood
ENSG00000243449,C4orf48,Q5BLP8,Secreted to blood
ENSG00000243509,TNFRSF6B,O95407,Secreted to blood
ENSG00000243543,WFDC6,Q9BQY6,Locally secreted in male tissues
ENSG00000243649,CFB,P00751,Secreted to blood
ENSG00000243709,LEFTY1,O75610,Locally secreted
ENSG00000244355,LY6G6D,O95868,Intracellular or membrane-bound
ENSG00000244414,CFHR1,Q03591,Secreted to blood
ENSG00000247077,PGAM5,Q96HS1,Intracellular or membrane-bound
ENSG00000247595,SPTY2D1OS,NA,Locally secreted in male tissues
ENSG00000248099,INSL3,P51460,Secreted to blood
ENSG00000248329,APELA,P0DMC3,Locally secreted
ENSG00000248771,SMIM31,NA,Secreted - unknown location
ENSG00000248871,TNFSF12-TNFSF13,NA,Intracellular or membrane-bound
ENSG00000249139,EPPIN-WFDC6,O95925,Locally secreted in male tissues
ENSG00000249860,MTRNR2L5,P0CJ72,Secreted - unknown location
ENSG00000250120,PCDHA10,Q9Y5I2,Secreted - unknown location
ENSG00000250361,GYPB,P06028,Intracellular or membrane-bound
ENSG00000250510,GPR162,Q16538,Intracellular or membrane-bound
ENSG00000250722,SELENOP,P49908,Secreted to blood
ENSG00000251655,PRB1,NA,Locally secreted to GI-tract
ENSG00000251692,PTX4,Q96A99,Secreted - unknown location
ENSG00000253117,OC90,Q02509,Locally secreted
ENSG00000253309,SERPINE3,A8MV23,Locally secreted
ENSG00000253649,PRSS51,A0A1B0GVH4,Secreted - unknown location
ENSG00000253873,PCDHGA11,Q9Y5H2,Intracellular or membrane-bound
ENSG00000254647,INS,P01308,Secreted to blood
ENSG00000254709,IGLL5,B9A064,Secreted to blood
ENSG00000255552,LY6G6E,NA,Intracellular or membrane-bound
ENSG00000255823,MTRNR2L8,P0CJ75,Secreted to blood
ENSG00000255974,CYP2A6,P11509,Intracellular or membrane-bound
ENSG00000256043,CTSO,P43234,Intracellular or membrane-bound
ENSG00000256045,MTRNR2L10,P0CJ77,Secreted to blood
ENSG00000256222,MTRNR2L3,P0CJ70,Secreted - unknown location
ENSG00000256618,MTRNR2L1,P0CJ68,Secreted to blood
ENSG00000256713,PGA5,P0DJD9,Locally secreted to GI-tract
ENSG00000256892,MTRNR2L7,P0CJ74,Secreted - unknown location
ENSG00000257017,HP,P00738,Secreted to blood
ENSG00000257727,CNPY2,Q9Y2B0,Intracellular or membrane-bound
ENSG00000258223,PRSS58,Q8IYP2,Locally secreted in male tissues
ENSG00000258429,PDF,Q9HBH1,Intracellular or membrane-bound
ENSG00000258436,RNASE12,Q5GAN4,Locally secreted in male tissues
ENSG00000258484,SPESP1,Q6UW49,Intracellular or membrane-bound
ENSG00000258818,RNASE4,P34096,Secreted to blood
ENSG00000259384,GH1,P01241,Secreted to blood
ENSG00000259823,LYPD8,Q6UX82,Locally secreted to GI-tract
ENSG00000261210,CLEC19A,Q6UXS0,Secreted - unknown location
ENSG00000261701,HPR,P00739,Secreted to blood
ENSG00000261857,MIA,Q16674,Secreted to blood
ENSG00000262484,CCER2,I3L3R5,Secreted - unknown location
ENSG00000262655,SPON1,Q9HCB6,Secreted to blood
ENSG00000263639,MSMB,P08118,Locally secreted in male tissues
ENSG00000263761,GDF2,Q9UK05,Secreted to blood
ENSG00000264343,NOTCH2NL,Q7Z3S9,Secreted to blood
ENSG00000265203,RBP3,P10745,Locally secreted
ENSG00000265763,ZNF488,Q96MN9,Intracellular or membrane-bound
ENSG00000266524,GDF10,P55107,Locally secreted
ENSG00000267206,LCN6,P62502,Locally secreted in male tissues
ENSG00000267335,AC008687.1,NA,Secreted - unknown location
ENSG00000267467,APOC4,P55056,Secreted to blood
ENSG00000267631,CGB1,A6NKQ9,Secreted to blood
ENSG00000268320,SCGB1C2,P0DMR2,Secreted - unknown location
ENSG00000269028,MTRNR2L12,P0DMP1,Secreted to blood
ENSG00000269058,CALR3,Q96L12,Intracellular or membrane-bound
ENSG00000269113,TRABD2B,A6NFA1,Intracellular or membrane-bound
ENSG00000270188,MTRNR2L11,S4R3Y5,Secreted to blood
ENSG00000270394,MTRNR2L13,S4R3P1,Secreted - unknown location
ENSG00000270672,MTRNR2L6,P0CJ73,Secreted to blood
ENSG00000271503,CCL5,P13501,Secreted to blood
ENSG00000272398,CD24,NA,Intracellular or membrane-bound
ENSG00000273111,LYPD4,Q6UWN0,Intracellular or membrane-bound
ENSG00000274736,CCL23,P55773,Secreted to blood
ENSG00000275063,AC233755.1,P0DP08,Secreted to blood
ENSG00000275152,CCL16,O15467,Secreted to blood
ENSG00000275302,CCL4,P13236,Secreted to blood
ENSG00000275385,CCL18,P55774,Secreted to blood
ENSG00000275718,CCL15,Q16663,Secreted to blood
ENSG00000275722,LYZL6,O75951,Locally secreted in male tissues
ENSG00000275896,PRSS2,P07478,Locally secreted to GI-tract
ENSG00000276070,CCL4L2,Q8NHW4,Secreted to blood
ENSG00000276085,CCL3L1,P16619,Secreted to blood
ENSG00000276409,CCL14,Q16627,Secreted to blood
ENSG00000276911,BX248415.1,NA,Secreted to blood
ENSG00000277400,AC145212.1,Q8WZ33,Intracellular or membrane-bound
ENSG00000277494,GPIHBP1,Q8IV16,Intracellular or membrane-bound
ENSG00000277632,CCL3,P10147,Secreted to blood
ENSG00000278535,DHRS11,Q6UWP2,Intracellular or membrane-bound
ENSG00000280071,FP565260.6,NA,Intracellular or membrane-bound
ENSG00000283706,PRSS50,Q9UI38,Locally secreted in male tissues
ENSG00000283992,SLURP2,P0DP57,Locally secreted
ENSG00000284505,LYNX1-SLURP2,NA,Intracellular or membrane-bound
ENSG00000284779,IGF2,NA,Intracellular or membrane-bound
ENSG00000285010,AP000790.4,NA,Secreted - unknown location
ENSG00000285231,AP002347.1,NA,Secreted - unknown location
